level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
2	1	76	0	0	0	1399	2239	46	33	-1	
3	1	76	1	0	0	1399	2239	46	33	-1	
4	1	76	1	1	0	1399	2239	46	33	-1	
5	1	76	1	1	1	1399	2239	46	33	82.147820	it.’
2	1	77	0	0	0	1410	2294	144	33	-1	
3	1	77	1	0	0	1410	2294	144	33	-1	
4	1	77	1	1	0	1410	2294	144	33	-1	
5	1	77	1	1	1	1410	2306	17	21	96.558235	a
5	1	77	1	1	2	1442	2294	112	33	96.558235	ticket.
2	1	78	0	0	0	162	2296	792	47	-1	
3	1	78	1	0	0	162	2296	792	47	-1	
4	1	78	1	1	0	162	2296	792	47	-1	
5	1	78	1	1	1	162	2302	19	31	96.311653	7
5	1	78	1	1	2	203	2299	85	44	96.311653	Julia
5	1	78	1	1	3	302	2307	104	25	96.986687	wants
5	1	78	1	1	4	422	2307	35	24	97.002373	to
5	1	78	1	1	5	473	2310	44	31	96.286430	go
5	1	78	1	1	6	533	2306	35	25	96.286430	to
5	1	78	1	1	7	585	2298	56	33	96.779091	the
5	1	78	1	1	8	657	2305	148	30	96.937073	concert,
5	1	78	1	1	9	821	2296	62	34	97.009804	but
5	1	78	1	1	10	897	2296	57	34	96.969475	she
2	1	79	0	0	0	32	2388	58	32	-1	
3	1	79	1	0	0	32	2388	58	32	-1	
4	1	79	1	1	0	32	2388	58	32	-1	
5	1	79	1	1	1	32	2388	58	32	96.580070	9.5
2	1	80	0	0	0	169	2378	1182	50	-1	
3	1	80	1	0	0	169	2378	1182	50	-1	
4	1	80	1	1	0	169	2378	1182	50	-1	
5	1	80	1	1	1	169	2384	28	36	94.960464	用
5	1	80	1	1	2	221	2382	174	42	91.515778	have/has
5	1	80	1	1	3	413	2387	66	41	93.218742	got
5	1	80	1	1	4	516	2380	16	40	95.474617	或
5	1	80	1	1	5	552	2380	290	42	68.373215	haven't/hasn't
5	1	80	1	1	6	860	2384	66	43	93.850151	got
5	1	80	1	1	7	942	2387	20	21	93.850151	+
5	1	80	1	1	8	981	2381	34	36	92.764915	下
5	1	80	1	1	9	1029	2379	28	39	92.252602	列
5	1	80	1	1	10	1071	2380	74	37	96.029861	短语
5	1	80	1	1	11	1165	2379	75	39	96.680717	完成
5	1	80	1	1	12	1259	2378	70	39	84.489822	句子
5	1	80	1	1	13	1346	2408	5	6	91.207169	。
2	1	81	0	0	0	163	2456	297	35	-1	
3	1	81	1	0	0	163	2456	297	35	-1	
4	1	81	1	1	0	163	2456	297	35	-1	
5	1	81	1	1	1	163	2469	20	22	93.181282	a
5	1	81	1	1	2	197	2458	55	32	92.547264	lot
5	1	81	1	1	3	267	2457	47	33	96.322632	of
5	1	81	1	1	4	320	2456	140	34	90.419411	friends
2	1	82	0	0	0	616	2455	240	34	-1	
3	1	82	1	0	0	616	2455	240	34	-1	
4	1	82	1	1	0	616	2455	240	34	-1	
5	1	82	1	1	1	616	2456	89	33	92.041740	four
5	1	82	1	1	2	717	2455	139	33	90.619385	wheels
2	1	83	0	0	0	999	2453	246	34	-1	
3	1	83	1	0	0	999	2453	246	34	-1	
4	1	83	1	1	0	999	2453	246	34	-1	
5	1	83	1	1	1	999	2453	246	34	56.312126	-aheadache
2	1	84	0	0	0	1396	2453	146	42	-1	
3	1	84	1	0	0	1396	2453	146	42	-1	
4	1	84	1	1	0	1396	2453	146	42	-1	
5	1	84	1	1	1	1396	2453	55	32	96.849289	six
5	1	84	1	1	2	1464	2453	78	42	96.699867	legs
2	1	85	0	0	0	154	2513	196	44	-1	
3	1	85	1	0	0	154	2513	196	44	-1	
4	1	85	1	1	0	154	2513	196	44	-1	
5	1	85	1	1	1	150	2509	31	53	0.000000	a
5	1	85	1	1	2	154	2513	196	44	0.000000	garden
2	1	86	0	0	0	614	2511	229	33	-1	
3	1	86	1	0	0	614	2511	229	33	-1	
4	1	86	1	1	0	614	2511	229	33	-1	
5	1	86	1	1	1	614	2511	120	33	95.292023	much
5	1	86	1	1	2	749	2512	94	32	96.819290	time
2	1	87	0	0	0	1014	2510	106	43	-1	
3	1	87	1	0	0	1014	2510	106	43	-1	
4	1	87	1	1	0	1014	2510	106	43	-1	
5	1	87	1	1	1	1014	2522	21	20	93.843857	a
5	1	87	1	1	2	1048	2510	72	43	93.843857	key
2	1	88	0	0	0	212	2584	419	43	-1	
3	1	88	1	0	0	212	2584	419	43	-1	
4	1	88	1	1	0	212	2584	419	43	-1	
5	1	88	1	1	1	212	2586	63	32	90.175735	I’m
5	1	88	1	1	2	289	2594	61	24	96.591209	not
5	1	88	1	1	3	364	2584	124	43	96.242676	feeling
5	1	88	1	1	4	500	2584	88	33	92.957130	well.
5	1	88	1	1	5	620	2585	11	31	96.442932	I
2	1	89	0	0	0	678	2575	358	36	-1	
3	1	89	1	0	0	678	2575	358	36	-1	
4	1	89	1	1	0	678	2575	358	36	-1	
5	1	89	1	1	1	678	2575	44	32	70.989067	ve
5	1	89	1	1	2	737	2581	63	30	60.688190	got
5	1	89	1	1	3	815	2585	20	22	38.086601	a
5	1	89	1	1	4	852	2575	184	31	38.086601	headache.
2	1	90	0	0	0	213	2639	423	39	-1	
3	1	90	1	0	0	213	2639	423	39	-1	
4	1	90	1	1	0	213	2639	423	39	-1	
5	1	90	1	1	1	213	2641	52	32	96.407974	It’s
5	1	90	1	1	2	280	2653	17	21	96.407974	a
5	1	90	1	1	3	312	2641	74	32	95.658249	nice
5	1	90	1	1	4	402	2639	117	39	95.658249	house,
5	1	90	1	1	5	536	2639	61	33	96.311829	but
5	1	90	1	1	6	610	2640	26	32	96.995300	it
2	1	91	0	0	0	701	2630	380	36	-1	
3	1	91	1	0	0	701	2630	380	36	-1	
4	1	91	1	1	0	701	2630	380	36	-1	
5	1	91	1	1	1	701	2630	118	32	80.890648	hasn't
5	1	91	1	1	2	833	2635	62	31	7.352581	got.
5	1	91	1	1	3	910	2640	19	21	7.352581	a
5	1	91	1	1	4	946	2630	135	36	95.421318	garden.
2	1	92	0	0	0	211	2698	175	31	-1	
3	1	92	1	0	0	211	2698	175	31	-1	
4	1	92	1	1	0	211	2698	175	31	-1	
5	1	92	1	1	1	211	2698	95	31	96.263588	Most
5	1	92	1	1	2	321	2707	65	21	96.561966	cars
2	1	93	0	0	0	212	2750	499	44	-1	
3	1	93	1	0	0	212	2750	499	44	-1	
4	1	93	1	1	0	212	2750	499	44	-1	
5	1	93	1	1	1	212	2751	201	43	95.811501	Everybody
5	1	93	1	1	2	426	2750	81	33	96.737411	likes
5	1	93	1	1	3	522	2752	102	31	96.018982	Tom.
5	1	93	1	1	4	656	2751	55	31	96.782661	He
2	1	94	0	0	0	213	2805	448	45	-1	
3	1	94	1	0	0	213	2805	448	45	-1	
4	1	94	1	1	0	213	2805	448	45	-1	
5	1	94	1	1	1	213	2809	12	30	95.279022	I
5	1	94	1	1	2	242	2807	87	33	95.279022	can’t
5	1	94	1	1	3	344	2818	89	32	96.674019	open
5	1	94	1	1	4	449	2806	56	33	95.318443	the
5	1	94	1	1	5	522	2805	95	33	95.318443	door.
5	1	94	1	1	6	650	2807	11	30	95.526283	I
2	1	95	0	0	0	212	2864	175	31	-1	
3	1	95	1	0	0	212	2864	175	31	-1	
4	1	95	1	1	0	212	2864	175	31	-1	
5	1	95	1	1	1	212	2864	56	31	96.838455	An
5	1	95	1	1	2	282	2864	105	31	96.575264	insect
2	1	96	0	0	0	213	2917	390	43	-1	
3	1	96	1	0	0	213	2917	390	43	-1	
4	1	96	1	1	0	213	2917	390	43	-1	
5	1	96	1	1	1	213	2920	65	31	96.208542	We
5	1	96	1	1	2	293	2926	89	24	96.208542	must
5	1	96	1	1	3	396	2917	111	43	95.939423	hurry.
5	1	96	1	1	4	536	2918	67	31	96.673424	We
2	1	97	0	0	0	34	2979	525	45	-1	
3	1	97	1	0	0	34	2979	525	45	-1	
4	1	97	1	1	0	34	2979	525	45	-1	
5	1	97	1	1	1	34	2999	38	14	46.134430	->
5	1	97	1	1	2	91	2981	104	40	79.048462	补充
5	1	97	1	1	3	217	2973	47	55	94.292343	练习
5	1	97	1	1	4	270	2988	62	27	94.193047	5-7
5	1	97	1	1	5	367	2980	76	44	83.504562	(第
5	1	97	1	1	6	442	2973	54	55	92.605270	255
5	1	97	1	1	7	511	2983	27	38	92.869728	页
5	1	97	1	1	8	547	2979	12	44	91.840683	)
2	1	98	0	0	0	1989	2976	46	35	-1	
3	1	98	1	0	0	1989	2976	46	35	-1	
4	1	98	1	1	0	1989	2976	46	35	-1	
5	1	98	1	1	1	1989	2976	46	35	92.929680	31
