level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
2	1	88	0	0	0	1293	2617	127	48	-1	
3	1	88	1	0	0	1293	2617	127	48	-1	
4	1	88	1	1	0	1293	2617	127	48	-1	
5	1	88	1	1	1	1293	2617	127	48	43.611740	aia
2	1	89	0	0	0	1586	2681	28	15	-1	
3	1	89	1	0	0	1586	2681	28	15	-1	
4	1	89	1	1	0	1586	2681	28	15	-1	
5	1	89	1	1	1	1586	2681	28	15	49.160862	By.
2	1	90	0	0	0	1309	2709	92	31	-1	
3	1	90	1	0	0	1309	2709	92	31	-1	
4	1	90	1	1	0	1309	2709	92	31	-1	
5	1	90	1	1	1	1309	2716	7	16	17.103214	+
5	1	90	1	1	2	1322	2709	79	31	21.845589	SO
2	1	91	0	0	0	1376	2745	46	46	-1	
3	1	91	1	0	0	1376	2745	46	46	-1	
4	1	91	1	1	0	1376	2745	46	46	-1	
5	1	91	1	1	1	1376	2745	20	46	83.497322	\\
5	1	91	1	1	2	1419	2748	3	20	94.897659	|
2	1	92	0	0	0	1523	2891	41	40	-1	
3	1	92	1	0	0	1523	2891	41	40	-1	
4	1	92	1	1	0	1523	2891	41	40	-1	
5	1	92	1	1	1	1523	2891	41	40	21.040817	it
2	1	93	0	0	0	1737	2867	26	54	-1	
3	1	93	1	0	0	1737	2867	26	54	-1	
4	1	93	1	1	0	1737	2867	26	54	-1	
5	1	93	1	1	1	1737	2867	26	54	67.192947	】
2	1	94	0	0	0	1657	2931	73	25	-1	
3	1	94	1	0	0	1657	2931	73	25	-1	
4	1	94	1	1	0	1657	2931	73	25	-1	
5	1	94	1	1	1	1657	2931	73	25	10.765724	i
2	1	95	0	0	0	303	3054	908	40	-1	
3	1	95	1	0	0	303	3054	908	40	-1	
4	1	95	1	1	0	303	3054	908	40	-1	
5	1	95	1	1	1	303	3056	146	37	65.184029	amlislare
5	1	95	1	1	2	475	3054	146	38	90.334450	(疑问
5	1	95	1	1	3	586	3048	29	50	77.712440	句
5	1	95	1	1	4	614	3048	20	50	92.467461	)
5	1	95	1	1	5	646	3070	36	13	89.578072	—
5	1	95	1	1	6	696	3058	98	28	86.157310	Unit2
5	1	95	1	1	7	844	3060	87	29	83.644928	there
5	1	95	1	1	8	944	3057	86	37	93.282959	is/are
5	1	95	1	1	9	1041	3071	36	13	61.223755	->
5	1	95	1	1	10	1091	3059	67	28	95.782898	Unit
5	1	95	1	1	11	1173	3061	38	26	95.782898	37
2	1	96	0	0	0	1264	3059	255	35	-1	
3	1	96	1	0	0	1264	3059	255	35	-1	
4	1	96	1	1	0	1264	3059	255	35	-1	
5	1	96	1	1	1	1264	3059	68	35	84.019569	a/an
5	1	96	1	1	2	1347	3071	36	14	72.299919	一
5	1	96	1	1	3	1398	3060	68	27	96.188522	Unit
5	1	96	1	1	4	1480	3062	39	25	96.188522	65
2	1	97	0	0	0	1571	3056	327	38	-1	
3	1	97	1	0	0	1571	3056	327	38	-1	
4	1	97	1	1	0	1571	3056	327	38	-1	
5	1	97	1	1	1	1571	3057	154	37	92.756447	缩
5	1	97	1	1	2	1628	3052	37	58	93.081306	略
5	1	97	1	1	3	1664	3057	61	37	96.901077	形式
5	1	97	1	1	4	1738	3072	36	14	96.675751	一
5	1	97	1	1	5	1791	3056	72	36	96.544151	附录
5	1	97	1	1	6	1878	3063	20	25	96.106445	4
